Symbol,LTP,BidPrice,BidQty,AskPrice,AskQty,TotalBuyQty,TotalSellQty,LiquidityScore,SMMA20,SMMA120,Signal,Current_LTQ,LTQ_2min_avg,LTQ_5min_avg,LTQ_Spike_Ratio,ETQ_5min,ETQ_20min,ETQ_60min,Average_LTP_20min,Average_LTP_60min,BidAsk_Imbalance,Volume,Return_1,Return_5,ML_Probability,ML_Confidence,ML_Decision,AI_Reason,base_symbol,token,symbol,name,exch_seg
NSE:LOWVOL-EQ,211.42,210.19,15000,210.78,14973,106059,55870,161929,211.6,212.39,NONE,23,23.0,23.0,1.0,23,23,23,211.42,211.42,0.0009,27,0,0,0.1885,18.85,AVOID,No new SMMA crossover,LOWVOL,14786,LOWVOL-EQ,LOWVOL,NSE
NSE:MAFANG-EQ,209.3,209.3,207,209.45,199,125640,41881,167521,209.57,207.8,NONE,38,38.0,38.0,1.0,38,38,38,209.3,209.3,0.0197,415506,0,0,0.4395,43.95,AVOID,No new SMMA crossover,MAFANG,3507,MAFANG-EQ,MAFANG,NSE
NSE:TIMETECHNO-EQ,208.9,208.81,112,208.92,57,151154,455100,606254,208.72,207.52,NONE,1,1.0,1.0,1.0,1,1,1,208.9,208.9,0.3254,2428096,0,0,0.4273,42.73,AVOID,No new SMMA crossover,TIMETECHNO,14707,TIMETECHNO-EQ,TIMETECHNO,NSE
NSE:CAPACITE-EQ,208.82,208.72,16,208.82,1086,56031,125882,181913,209.35,212.08,NONE,96,96.0,96.0,1.0,96,96,96,208.82,208.82,-0.971,85714,0,0,0.3834,38.34,AVOID,No new SMMA crossover,CAPACITE,21749,CAPACITE-EQ,CAPACITE,NSE
NSE:MOBIKWIK-EQ,208.27,208.16,7,208.3,213,98312,420590,518902,208.79,207.41,NONE,15,15.0,15.0,1.0,15,15,15,208.27,208.27,-0.9364,437552,0,0,0.5063,50.63,ACCEPT,No new SMMA crossover,MOBIKWIK,28046,MOBIKWIK-EQ,MOBIKWIK,NSE
NSE:SEIL-EQ,206.78,206.5,120,206.79,24,176597,96879,273476,206.57,204.33,NONE,30,30.0,30.0,1.0,30,30,30,206.78,206.78,0.6667,216537,0,0,0.6501,65.01,ACCEPT,No new SMMA crossover,SEIL,762889,SEIL-EQ,SEIL,NSE
NSE:ADANIPOWER-EQ,205.7,205.6,726,205.68,804,1516306,3381071,4897377,206.37,208.72,NONE,307,307.0,307.0,1.0,307,307,307,205.7,205.7,-0.051,7870474,0,0,0.2087,20.87,AVOID,No new SMMA crossover,ADANIPOWER,17388,ADANIPOWER-EQ,ADANIPOWER,NSE
NSE:MOQUALITY-EQ,205.64,205.0,15009,205.75,9798,215581,172335,387916,206.07,206.59,NONE,1,1.0,1.0,1.0,1,1,1,205.64,205.64,0.2101,6485,0,0,0.0892,8.92,AVOID,No new SMMA crossover,MOQUALITY,10822,MOQUALITY-EQ,MOQUALITY,NSE
NSE:MOSCHIP-EQ,205.43,205.45,74,205.55,47,185209,372476,557685,205.23,205.97,NONE,1,1.0,1.0,1.0,1,1,1,205.43,205.43,0.2231,474042,0,0,0.4976,49.76,AVOID,No new SMMA crossover,MOSCHIP,29459,MOSCHIP-EQ,MOSCHIP,NSE
NSE:KROSS-EQ,204.45,204.3,13,204.45,221,81339,253177,334516,203.86,203.36,NONE,5,5.0,5.0,1.0,5,5,5,204.45,204.45,-0.8889,697303,0,0,0.3533,35.33,AVOID,No new SMMA crossover,KROSS,25252,KROSS-EQ,KROSS,NSE
NSE:SWSOLAR-EQ,203.5,203.35,53,203.49,1,130587,227343,357930,201.84,203.73,NONE,499,499.0,499.0,1.0,499,499,499,203.5,203.5,0.963,514745,0,0,0.7205,72.05,ACCEPT,No new SMMA crossover,SWSOLAR,12489,SWSOLAR-EQ,SWSOLAR,NSE
NSE:EIEL-EQ,203.0,203.05,149,203.19,70,190753,381479,572232,205.02,212.87,NONE,775,775.0,775.0,1.0,775,775,775,203.0,203.0,0.3607,1732957,0,0,0.4667,46.67,AVOID,No new SMMA crossover,EIEL,27213,EIEL-EQ,EIEL,NSE
NSE:SPARC-EQ,202.63,202.59,390,202.63,867,91841,165332,257173,202.74,207.72,NONE,43,43.0,43.0,1.0,43,43,43,202.63,202.63,-0.3795,455344,0,0,0.3531,35.31,AVOID,No new SMMA crossover,SPARC,14788,SPARC-EQ,SPARC,NSE
NSE:FUSION-EQ,200.35,200.36,71,200.46,21,79834,244657,324491,203.24,208.8,NONE,11,11.0,11.0,1.0,11,11,11,200.35,200.35,0.5435,807323,0,0,0.6177,61.77,ACCEPT,No new SMMA crossover,FUSION,11932,FUSION-EQ,FUSION,NSE
NSE:ZAGGLE-EQ,199.55,199.41,116,199.55,4,91160,290659,381819,201.27,204.28,NONE,30,30.0,30.0,1.0,30,30,30,199.55,199.55,0.9333,412466,0,0,0.6366,63.66,ACCEPT,No new SMMA crossover,ZAGGLE,18608,ZAGGLE-EQ,ZAGGLE,NSE
NSE:GROWW-EQ,195.9,195.85,686,195.89,1,1391870,3873336,5265206,195.17,193.28,NONE,4639,4639.0,4639.0,1.0,4639,4639,4639,195.9,195.9,0.9971,14207256,0,0,0.5089,50.89,ACCEPT,No new SMMA crossover,GROWW,759806,GROWW-EQ,GROWW,NSE
NSE:HUDCO-EQ,195.66,195.58,15,195.66,94,253720,546985,800705,195.82,198.22,NONE,10,10.0,10.0,1.0,10,10,10,195.66,195.66,-0.7248,461295,0,0,0.5763,57.63,ACCEPT,No new SMMA crossover,HUDCO,20825,HUDCO-EQ,HUDCO,NSE
NSE:GREAVESCOT-EQ,193.91,193.78,116,193.91,56,178863,313426,492289,194.17,197.5,NONE,35,35.0,35.0,1.0,35,35,35,193.91,193.91,0.3488,878983,0,0,0.4706,47.06,AVOID,No new SMMA crossover,GREAVESCOT,1235,GREAVESCOT-EQ,GREAVESCOT,NSE
NSE:EMIL-EQ,192.6,192.61,294,192.64,99040,1433100,1041412,2474512,188.63,177.87,NONE,202,202.0,202.0,1.0,202,202,202,192.6,192.6,-0.9941,17281695,0,0,0.2077,20.77,AVOID,No new SMMA crossover,EMIL,11530,EMIL-EQ,EMIL,NSE
NSE:GULPOLY-EQ,192.32,192.32,49,192.4,64,68371,113908,182279,193.63,199.59,NONE,1,1.0,1.0,1.0,1,1,1,192.32,192.32,-0.1327,210805,0,0,0.4695,46.95,AVOID,No new SMMA crossover,GULPOLY,6286,GULPOLY-EQ,GULPOLY,NSE
NSE:AWL-EQ,192.23,192.17,385,192.23,539,237714,334144,571858,192.19,194.18,NONE,141,141.0,141.0,1.0,141,141,141,192.23,192.23,-0.1667,564417,0,0,0.2979,29.79,AVOID,No new SMMA crossover,AWL,8110,AWL-EQ,AWL,NSE
NSE:BAJEL-EQ,191.71,191.71,17,191.94,9,52135,270439,322574,191.27,190.29,NONE,20,20.0,20.0,1.0,20,20,20,191.71,191.71,0.3077,465029,0,0,0.6589,65.89,ACCEPT,No new SMMA crossover,BAJEL,20531,BAJEL-EQ,BAJEL,NSE
NSE:MEESHO-EQ,191.65,191.61,9,191.65,292,356169,1589328,1945497,191.7,191.12,NONE,2,2.0,2.0,1.0,2,2,2,191.65,191.65,-0.9402,5190171,0,0,0.1809,18.09,AVOID,No new SMMA crossover,MEESHO,760229,MEESHO-EQ,MEESHO,NSE
NSE:ORIENTELEC-EQ,190.0,189.82,14,190.0,284,74345,154245,228590,189.54,188.35,NONE,160,160.0,160.0,1.0,160,160,160,190.0,190.0,-0.906,158179,0,0,0.5764,57.64,ACCEPT,No new SMMA crossover,ORIENTELEC,2972,ORIENTELEC-EQ,ORIENTELEC,NSE
NSE:CASTROLIND-EQ,189.8,189.74,36,189.8,142,468408,906714,1375122,188.22,189.4,NONE,2,2.0,2.0,1.0,2,2,2,189.8,189.8,-0.5955,3366105,0,0,0.2281,22.81,AVOID,No new SMMA crossover,CASTROLIND,1250,CASTROLIND-EQ,CASTROLIND,NSE
NSE:KRISHANA-EQ,186.71,186.75,23,186.93,10,188787,140596,329383,186.19,183.16,NONE,133,133.0,133.0,1.0,133,133,133,186.71,186.71,0.3939,241856,0,0,0.8091,80.91,ACCEPT,No new SMMA crossover,KRISHANA,12847,KRISHANA-EQ,KRISHANA,NSE
NSE:GARUDA-EQ,185.45,185.21,22,185.33,3,74444,287260,361704,186.88,188.79,NONE,600,600.0,600.0,1.0,600,600,600,185.45,185.45,0.76,663715,0,0,0.6935,69.35,ACCEPT,No new SMMA crossover,GARUDA,25800,GARUDA-EQ,GARUDA,NSE
NSE:UNIONBANK-EQ,185.25,185.2,139,185.23,328,1235020,3045582,4280602,185.55,182.95,NONE,516,516.0,516.0,1.0,516,516,516,185.25,185.25,-0.4047,14368357,0,0,0.2407,24.07,AVOID,No new SMMA crossover,UNIONBANK,10753,UNIONBANK-EQ,UNIONBANK,NSE
NSE:HDFCSML250-EQ,184.65,184.65,1538,184.69,1,1086303,1254782,2341085,184.86,185.01,NONE,260,260.0,260.0,1.0,260,260,260,184.65,184.65,0.9987,874448,0,0,0.5979,59.79,ACCEPT,No new SMMA crossover,HDFCSML250,14233,HDFCSML250-EQ,HDFCSML250,NSE
NSE:TATASTEEL-EQ,183.95,183.95,4960,183.99,10,1487397,2827439,4314836,185.63,188.23,NONE,4000,4000.0,4000.0,1.0,4000,4000,4000,183.95,183.95,0.996,17418343,0,0,0.4514,45.14,AVOID,No new SMMA crossover,TATASTEEL,3499,TATASTEEL-EQ,TATASTEEL,NSE
NSE:PACEDIGITK-EQ,183.4,183.31,20,183.4,95,170756,224207,394963,182.97,183.6,NONE,5,5.0,5.0,1.0,5,5,5,183.4,183.4,-0.6522,387361,0,0,0.5354,53.54,ACCEPT,No new SMMA crossover,PACEDIGITK,759342,PACEDIGITK-EQ,PACEDIGITK,NSE
NSE:AEROPLANE-EQ,182.57,182.39,2,182.56,1,236855,36324,273179,181.3,189.08,NONE,3,3.0,3.0,1.0,3,3,3,182.57,182.57,0.3333,389410,0,0,0.7263,72.63,ACCEPT,No new SMMA crossover,AEROPLANE,761670,AEROPLANE-EQ,AEROPLANE,NSE
NSE:WIPRO-EQ,182.28,182.26,442,182.28,190,1061937,1724690,2786627,182.99,184.69,NONE,261,261.0,261.0,1.0,261,261,261,182.28,182.28,0.3987,5472205,0,0,0.208,20.8,AVOID,No new SMMA crossover,WIPRO,3787,WIPRO-EQ,WIPRO,NSE
NSE:NIACL-EQ,179.49,179.39,1709,179.49,2063,144188,706893,851081,180.12,179.03,NONE,378,378.0,378.0,1.0,378,378,378,179.49,179.49,-0.0938,1880574,0,0,0.2596,25.96,AVOID,No new SMMA crossover,NIACL,399,NIACL-EQ,NIACL,NSE
NSE:EFCIL-EQ,179.22,179.23,15,179.45,3,164523,48053,212576,179.44,182.55,NONE,2,2.0,2.0,1.0,2,2,2,179.22,179.22,0.6667,216815,0,0,0.7046,70.46,ACCEPT,No new SMMA crossover,EFCIL,758675,EFCIL-EQ,EFCIL,NSE
NSE:HUBTOWN-EQ,177.5,177.5,350,177.58,88,74862,103590,178452,177.81,178.73,NONE,350,350.0,350.0,1.0,350,350,350,177.5,177.5,0.5982,139170,0,0,0.5436,54.36,ACCEPT,No new SMMA crossover,HUBTOWN,14203,HUBTOWN-EQ,HUBTOWN,NSE
NSE:MARKOLINES-EQ,177.3,177.3,99,177.4,50,125931,29207,155138,176.82,178.23,NONE,1,1.0,1.0,1.0,1,1,1,177.3,177.3,0.3289,48598,0,0,0.5024,50.24,ACCEPT,No new SMMA crossover,MARKOLINES,760204,MARKOLINES-EQ,MARKOLINES,NSE
NSE:GIPCL-EQ,176.6,176.6,253,176.67,203,246556,555917,802473,175.61,167.29,NONE,3,3.0,3.0,1.0,3,3,3,176.6,176.6,0.1096,6854921,0,0,0.2103,21.03,AVOID,No new SMMA crossover,GIPCL,1145,GIPCL-EQ,GIPCL,NSE
NSE:MRPL-EQ,176.32,176.33,264,176.4,461,478704,1556200,2034904,177.02,172.3,NONE,36,36.0,36.0,1.0,36,36,36,176.32,176.32,-0.2717,7379708,0,0,0.1979,19.79,AVOID,No new SMMA crossover,MRPL,2283,MRPL-EQ,MRPL,NSE
NSE:BANDHANBNK-EQ,175.31,175.33,3,175.42,233,288686,1134690,1423376,175.24,174.44,NONE,64,64.0,64.0,1.0,64,64,64,175.31,175.31,-0.9746,3377462,0,0,0.214,21.4,AVOID,No new SMMA crossover,BANDHANBNK,2263,BANDHANBNK-EQ,BANDHANBNK,NSE
NSE:ASHOKLEY-EQ,174.97,174.95,43,174.97,103,1014638,2168352,3182990,175.31,175.58,NONE,3,3.0,3.0,1.0,3,3,3,174.97,174.97,-0.411,4318707,0,0,0.2883,28.83,AVOID,No new SMMA crossover,ASHOKLEY,212,ASHOKLEY-EQ,ASHOKLEY,NSE
NSE:AYE-EQ,174.73,174.73,121,174.89,124,41452,130091,171543,176.4,176.24,NONE,74,74.0,74.0,1.0,74,74,74,174.73,174.73,-0.0122,366683,0,0,0.4875,48.75,AVOID,No new SMMA crossover,AYE,760981,AYE-EQ,AYE,NSE
NSE:GAIL-EQ,173.61,173.53,1328,173.57,1,935786,1845567,2781353,173.81,173.57,NONE,3,3.0,3.0,1.0,3,3,3,173.61,173.61,0.9985,4088924,0,0,0.6628,66.28,ACCEPT,No new SMMA crossover,GAIL,4717,GAIL-EQ,GAIL,NSE
NSE:LXCHEM-EQ,172.99,172.95,216,172.99,200,125297,325124,450421,173.56,176.92,NONE,6,6.0,6.0,1.0,6,6,6,172.99,172.99,0.0385,297888,0,0,0.4184,41.84,AVOID,No new SMMA crossover,LXCHEM,2841,LXCHEM-EQ,LXCHEM,NSE
NSE:KRONOX-EQ,172.29,172.32,1,172.67,1,17761,191594,209355,172.43,168.15,NONE,10,10.0,10.0,1.0,10,10,10,172.29,172.29,0.0,557132,0,0,0.726,72.6,ACCEPT,No new SMMA crossover,KRONOX,24025,KRONOX-EQ,KRONOX,NSE
NSE:NACLIND-EQ,171.62,171.7,3,171.78,9,90198,125600,215798,172.85,176.72,NONE,4,4.0,4.0,1.0,4,4,4,171.62,171.62,-0.5,265063,0,0,0.6871,68.71,ACCEPT,No new SMMA crossover,NACLIND,20425,NACLIND-EQ,NACLIND,NSE
NSE:SHK-EQ,170.4,170.45,2,170.61,1,67663,193617,261280,171.88,171.46,NONE,2549,2549.0,2549.0,1.0,2549,2549,2549,170.4,170.4,0.3333,504900,0,0,0.6493,64.93,ACCEPT,No new SMMA crossover,SHK,11212,SHK-EQ,SHK,NSE
NSE:HEALTHIETF-EQ,170.08,170.06,313,170.14,78,619453,527986,1147439,170.38,170.83,NONE,232,232.0,232.0,1.0,232,232,232,170.08,170.08,0.601,37821,0,0,0.5576,55.76,ACCEPT,No new SMMA crossover,HEALTHIETF,3626,HEALTHIETF-EQ,HEALTHIETF,NSE
NSE:MOTHERSON-EQ,169.89,169.87,1,169.9,89,1233007,2314515,3547522,169.93,167.45,NONE,39,39.0,39.0,1.0,39,39,39,169.89,169.89,-0.9778,10316111,0,0,0.403,40.3,AVOID,No new SMMA crossover,MOTHERSON,4204,MOTHERSON-EQ,MOTHERSON,NSE
NSE:HEALTHAXIS-EQ,168.8,168.63,10,168.8,4975,164808,73002,237810,169.01,169.51,NONE,900,900.0,900.0,1.0,900,900,900,168.8,168.8,-0.996,9089,0,0,0.4575,45.75,AVOID,No new SMMA crossover,HEALTHAXIS,3608,HEALTHAXIS-EQ,HEALTHAXIS,NSE
NSE:ABSL10BANK-EQ,168.8,169.01,12,169.19,1,139296,10200,149496,169.07,169.77,NONE,1,1.0,1.0,1.0,1,1,1,168.8,168.8,0.8462,108031,0,0,0.7323,73.23,ACCEPT,No new SMMA crossover,ABSL10BANK,760247,ABSL10BANK-EQ,ABSL10BANK,NSE
NSE:MAKEINDIA-EQ,168.59,168.51,52,168.59,355,236636,189556,426192,168.79,169.08,NONE,2,2.0,2.0,1.0,2,2,2,168.59,168.59,-0.7445,15239,0,0,0.1115,11.15,AVOID,No new SMMA crossover,MAKEINDIA,7979,MAKEINDIA-EQ,MAKEINDIA,NSE
NSE:GAEL-EQ,167.96,167.86,13,167.95,30,111758,166322,278080,167.71,170.27,NONE,147,147.0,147.0,1.0,147,147,147,167.96,167.96,-0.3953,330787,0,0,0.6816,68.16,ACCEPT,No new SMMA crossover,GAEL,8828,GAEL-EQ,GAEL,NSE
NSE:PINELABS-EQ,167.57,167.5,335,167.57,4087,769905,2254388,3024293,167.3,163.3,NONE,113,113.0,113.0,1.0,113,113,113,167.57,167.57,-0.8485,11097781,0,0,0.1856,18.56,AVOID,No new SMMA crossover,PINELABS,759820,PINELABS-EQ,PINELABS,NSE
NSE:MBAPL-EQ,166.59,166.45,13,166.58,150,157057,148238,305295,165.94,163.33,NONE,51,51.0,51.0,1.0,51,51,51,166.59,166.59,-0.8405,389024,0,0,0.5515,55.15,ACCEPT,No new SMMA crossover,MBAPL,12686,MBAPL-EQ,MBAPL,NSE
NSE:SHAREINDIA-EQ,165.51,165.5,346,165.64,162,75593,106360,181953,166.04,168.39,NONE,2,2.0,2.0,1.0,2,2,2,165.51,165.51,0.3622,91059,0,0,0.3412,34.12,AVOID,No new SMMA crossover,SHAREINDIA,104,SHAREINDIA-EQ,SHAREINDIA,NSE
NSE:WELSPUNLIV-EQ,163.9,163.82,872,163.9,287,180041,417037,597078,161.95,162.48,NONE,88,88.0,88.0,1.0,88,88,88,163.9,163.9,0.5047,1132062,0,0,0.2436,24.36,AVOID,No new SMMA crossover,WELSPUNLIV,11253,WELSPUNLIV-EQ,WELSPUNLIV,NSE
NSE:NOCIL-EQ,163.26,163.26,90,163.4,7,95134,194181,289315,163.72,166.86,NONE,30,30.0,30.0,1.0,30,30,30,163.26,163.26,0.8557,421591,0,0,0.6479,64.79,ACCEPT,No new SMMA crossover,NOCIL,2442,NOCIL-EQ,NOCIL,NSE
NSE:HINDOILEXP-EQ,162.48,162.4,77,162.51,7,101569,216680,318249,163.31,162.94,NONE,626,626.0,626.0,1.0,626,626,626,162.48,162.48,0.8333,292194,0,0,0.6665,66.65,ACCEPT,No new SMMA crossover,HINDOILEXP,1403,HINDOILEXP-EQ,HINDOILEXP,NSE
NSE:FINPIPE-EQ,161.7,161.7,323,161.77,97,137877,261966,399843,161.71,162.64,NONE,1,1.0,1.0,1.0,1,1,1,161.7,161.7,0.5381,248014,0,0,0.498,49.8,AVOID,No new SMMA crossover,FINPIPE,1041,FINPIPE-EQ,FINPIPE,NSE
NSE:GSFC-EQ,161.47,161.64,2,161.75,25,96557,337394,433951,161.52,161.58,NONE,13,13.0,13.0,1.0,13,13,13,161.47,161.47,-0.8519,473468,0,0,0.6193,61.93,ACCEPT,No new SMMA crossover,GSFC,1247,GSFC-EQ,GSFC,NSE
NSE:FINOPB-EQ,161.44,161.44,99,161.54,11,61380,177874,239254,161.69,160.13,NONE,1,1.0,1.0,1.0,1,1,1,161.44,161.44,0.8,210344,0,0,0.6277,62.77,ACCEPT,No new SMMA crossover,FINOPB,6579,FINOPB-EQ,FINOPB,NSE
NSE:SURYODAY-EQ,160.69,160.64,50,160.72,1,105561,148003,253564,161.27,162.3,NONE,100,100.0,100.0,1.0,100,100,100,160.69,160.69,0.9608,199452,0,0,0.786,78.6,ACCEPT,No new SMMA crossover,SURYODAY,2970,SURYODAY-EQ,SURYODAY,NSE
NSE:TIRUMALCHM-EQ,160.25,160.25,72,160.4,184,61934,111671,173605,161.02,165.02,NONE,200,200.0,200.0,1.0,200,200,200,160.25,160.25,-0.4375,154559,0,0,0.4404,44.04,AVOID,No new SMMA crossover,TIRUMALCHM,3496,TIRUMALCHM-EQ,TIRUMALCHM,NSE
NSE:PENIND-EQ,160.21,160.16,27,160.42,84,43360,124393,167753,160.07,160.92,NONE,11,11.0,11.0,1.0,11,11,11,160.21,160.21,-0.5135,194363,0,0,0.5877,58.77,ACCEPT,No new SMMA crossover,PENIND,20621,PENIND-EQ,PENIND,NSE
NSE:AVANTEL-EQ,159.51,159.58,60,159.71,40,123467,298128,421595,159.85,161.55,NONE,132,132.0,132.0,1.0,132,132,132,159.51,159.51,0.2,244454,0,0,0.6309,63.09,ACCEPT,No new SMMA crossover,AVANTEL,24610,AVANTEL-EQ,AVANTEL,NSE
NSE:VIKRAMSOLR-EQ,159.1,159.0,434,159.13,196,317037,438306,755343,159.2,161.91,NONE,13,13.0,13.0,1.0,13,13,13,159.1,159.1,0.3778,797655,0,0,0.4217,42.17,AVOID,No new SMMA crossover,VIKRAMSOLR,759453,VIKRAMSOLR-EQ,VIKRAMSOLR,NSE
NSE:TNPL-EQ,155.51,155.3,50,155.53,2,81147,229068,310215,155.98,155.01,NONE,78,78.0,78.0,1.0,78,78,78,155.51,155.51,0.9231,385017,0,0,0.7213,72.13,ACCEPT,No new SMMA crossover,TNPL,3980,TNPL-EQ,TNPL,NSE
NSE:IGL-EQ,154.63,154.6,281,154.63,2,193950,411676,605626,153.99,153.24,NONE,1,1.0,1.0,1.0,1,1,1,154.63,154.63,0.9859,487068,0,0,0.5806,58.06,ACCEPT,No new SMMA crossover,IGL,11262,IGL-EQ,IGL,NSE
NSE:FEDFINA-EQ,152.75,152.64,45,152.75,1187,132406,365097,497503,153.02,151.94,NONE,250,250.0,250.0,1.0,250,250,250,152.75,152.75,-0.9269,611461,0,0,0.387,38.7,AVOID,No new SMMA crossover,FEDFINA,20322,FEDFINA-EQ,FEDFINA,NSE
NSE:VINCOFE-EQ,148.78,148.8,70,148.88,28,114346,227256,341602,148.48,148.71,NONE,47,47.0,47.0,1.0,47,47,47,148.78,148.78,0.4286,283856,0,0,0.6413,64.13,ACCEPT,No new SMMA crossover,VINCOFE,25835,VINCOFE-EQ,VINCOFE,NSE
NSE:GPPL-EQ,148.65,148.6,133,148.66,49,181844,347326,529170,148.47,149.4,NONE,2,2.0,2.0,1.0,2,2,2,148.65,148.65,0.4615,446537,0,0,0.5224,52.24,ACCEPT,No new SMMA crossover,GPPL,19731,GPPL-EQ,GPPL,NSE
NSE:MONQ50-EQ,148.2,148.2,290850,0.0,0,302098,0,302098,148.27,147.0,NONE,4,4.0,4.0,1.0,4,4,4,148.2,148.2,1.0,5139,0,0,0.577,57.7,ACCEPT,No new SMMA crossover,MONQ50,7422,MONQ50-EQ,MONQ50,NSE
NSE:GOLDADD-EQ,148.16,148.16,153,148.18,84830,449702,601568,1051270,148.07,146.6,NONE,51,51.0,51.0,1.0,51,51,51,148.16,148.16,-0.9964,491705,0,0,0.304,30.4,AVOID,No new SMMA crossover,GOLDADD,15356,GOLDADD-EQ,GOLDADD,NSE
NSE:GOLDETF-EQ,148.16,148.15,250,148.18,192,567796,796011,1363807,148.02,146.52,NONE,210,210.0,210.0,1.0,210,210,210,148.16,148.16,0.1312,529805,0,0,0.4599,45.99,AVOID,No new SMMA crossover,GOLDETF,14286,GOLDETF-EQ,GOLDETF,NSE
NSE:CANHLIFE-EQ,148.04,148.05,9,148.18,200,90802,148341,239143,148.57,149.84,NONE,8,8.0,8.0,1.0,8,8,8,148.04,148.04,-0.9139,157703,0,0,0.5516,55.16,ACCEPT,No new SMMA crossover,CANHLIFE,759477,CANHLIFE-EQ,CANHLIFE,NSE
NSE:PARADEEP-EQ,147.93,147.87,175,147.94,180,249532,1183111,1432643,149.32,150.23,NONE,44,44.0,44.0,1.0,44,44,44,147.93,147.93,-0.0141,1891883,0,0,0.2308,23.08,AVOID,No new SMMA crossover,PARADEEP,9741,PARADEEP-EQ,PARADEEP,NSE
NSE:BANKINDIA-EQ,144.29,144.31,734,144.33,1261,1144270,2059309,3203579,144.31,142.74,NONE,19,19.0,19.0,1.0,19,19,19,144.29,144.29,-0.2642,5986759,0,0,0.2015,20.15,AVOID,No new SMMA crossover,BANKINDIA,4745,BANKINDIA-EQ,BANKINDIA,NSE
NSE:NCC-EQ,143.6,143.6,485,143.67,509,209618,438107,647725,143.9,144.72,NONE,7,7.0,7.0,1.0,7,7,7,143.6,143.6,-0.0241,454384,0,0,0.2328,23.28,AVOID,No new SMMA crossover,NCC,2319,NCC-EQ,NCC,NSE
NSE:NV20BEES-EQ,141.2,141.12,100,141.2,746,250895,153571,404466,141.48,142.09,NONE,710,710.0,710.0,1.0,710,710,710,141.2,141.2,-0.7636,6888,0,0,0.2746,27.46,AVOID,No new SMMA crossover,NV20BEES,9847,NV20BEES-EQ,NV20BEES,NSE
NSE:EXICOM-EQ,140.46,140.46,28,140.57,36,116504,220621,337125,141.78,151.11,NONE,1,1.0,1.0,1.0,1,1,1,140.46,140.46,-0.125,602110,0,0,0.5483,54.83,ACCEPT,No new SMMA crossover,EXICOM,22947,EXICOM-EQ,EXICOM,NSE
NSE:MUKANDLTD-EQ,140.28,140.17,90,140.32,1,144307,133702,278009,139.72,140.83,NONE,1,1.0,1.0,1.0,1,1,1,140.28,140.28,0.978,1066062,0,0,0.7415,74.15,ACCEPT,No new SMMA crossover,MUKANDLTD,11325,MUKANDLTD-EQ,MUKANDLTD,NSE
NSE:URBANCO-EQ,137.97,137.96,190,138.06,468,178451,550196,728647,138.59,140.27,NONE,113,113.0,113.0,1.0,113,113,113,137.97,137.97,-0.4225,982909,0,0,0.3062,30.62,AVOID,No new SMMA crossover,URBANCO,759084,URBANCO-EQ,URBANCO,NSE
NSE:WEL-EQ,135.79,135.61,6,135.78,4,389693,184138,573831,135.44,132.65,NONE,85,85.0,85.0,1.0,85,85,85,135.79,135.79,0.2,283063,0,0,0.8274,82.74,ACCEPT,No new SMMA crossover,WEL,7835,WEL-EQ,WEL,NSE
NSE:ARIS-EQ,135.7,135.51,41,135.6,51,449194,277653,726847,134.95,134.03,NONE,335,335.0,335.0,1.0,335,335,335,135.7,135.7,-0.1087,391145,0,0,0.573,57.3,ACCEPT,No new SMMA crossover,ARIS,757614,ARIS-EQ,ARIS,NSE
NSE:MUFIN-EQ,134.76,134.76,7,134.86,25,934036,449642,1383678,135.22,136.34,NONE,2,2.0,2.0,1.0,2,2,2,134.76,134.76,-0.5625,1420772,0,0,0.3674,36.74,AVOID,No new SMMA crossover,MUFIN,19783,MUFIN-EQ,MUFIN,NSE
NSE:HEMIPROP-EQ,134.59,134.5,1,134.58,22,98849,266337,365186,135.0,136.83,NONE,9,9.0,9.0,1.0,9,9,9,134.59,134.59,-0.913,277079,0,0,0.6496,64.96,ACCEPT,No new SMMA crossover,HEMIPROP,701,HEMIPROP-EQ,HEMIPROP,NSE
NSE:CONSUMBEES-EQ,134.28,134.19,50,134.26,50,422661,222078,644739,134.48,135.4,NONE,190,190.0,190.0,1.0,190,190,190,134.28,134.28,0.0,44429,0,0,0.6028,60.28,ACCEPT,No new SMMA crossover,CONSUMBEES,2435,CONSUMBEES-EQ,CONSUMBEES,NSE
NSE:BSLGOLDETF-EQ,134.12,134.12,234,134.16,600,481289,371261,852550,133.99,132.6,NONE,1,1.0,1.0,1.0,1,1,1,134.12,134.12,-0.4388,2309382,0,0,0.1593,15.93,AVOID,No new SMMA crossover,BSLGOLDETF,23804,BSLGOLDETF-EQ,BSLGOLDETF,NSE
NSE:GKSL-EQ,133.53,133.38,6,133.53,249,120965,109283,230248,133.55,134.01,NONE,1,1.0,1.0,1.0,1,1,1,133.53,133.53,-0.9529,47024,0,0,0.2898,28.98,AVOID,No new SMMA crossover,GKSL,761197,GKSL-EQ,GKSL,NSE
NSE:IVZINGOLD-EQ,132.7,132.65,29,132.7,1733,113306,73162,186468,132.64,131.14,NONE,10,10.0,10.0,1.0,10,10,10,132.7,132.7,-0.9671,7158,0,0,0.2554,25.54,AVOID,No new SMMA crossover,IVZINGOLD,18292,IVZINGOLD-EQ,IVZINGOLD,NSE
