Symbol,LTP,BidPrice,BidQty,AskPrice,AskQty,TotalBuyQty,TotalSellQty,LiquidityScore,SMMA20,SMMA120,Signal,Current_LTQ,LTQ_2min_avg,LTQ_5min_avg,LTQ_Spike_Ratio,ETQ_5min,ETQ_20min,ETQ_60min,Average_LTP_20min,Average_LTP_60min,BidAsk_Imbalance,Volume,Return_1,Return_5,ML_Probability,ML_Confidence,ML_Decision,AI_Reason,base_symbol,token,symbol,name,exch_seg
NSE:WEBELSOLAR-EQ,85.29,0.0,0,85.29,487289,0,954679,954679,85.98,90.53,NONE,200,200.0,200.0,1.0,200,200,200,85.29,85.29,-1.0,3751460,0,0,0.8422,84.22,ACCEPT,No new SMMA crossover,WEBELSOLAR,14602,WEBELSOLAR-EQ,WEBELSOLAR,NSE
NSE:NMDC-EQ,85.23,85.23,10911,85.25,591,1902831,4385732,6288563,85.33,85.44,NONE,5,5.0,5.0,1.0,5,5,5,85.23,85.23,0.8972,8388148,0,0,0.1617,16.17,AVOID,No new SMMA crossover,NMDC,15332,NMDC-EQ,NMDC,NSE
NSE:NIVABUPA-EQ,84.94,84.91,6,84.94,140,117976,433131,551107,85.07,85.7,NONE,3,3.0,3.0,1.0,3,3,3,84.94,84.94,-0.9178,135570,0,0,0.4119,41.19,AVOID,No new SMMA crossover,NIVABUPA,27097,NIVABUPA-EQ,NIVABUPA,NSE
NSE:BAJAJHFL-EQ,84.75,84.71,247,84.75,7246,550854,1019339,1570193,84.84,85.32,NONE,11,11.0,11.0,1.0,11,11,11,84.75,84.75,-0.9341,1025557,0,0,0.2178,21.78,AVOID,No new SMMA crossover,BAJAJHFL,25270,BAJAJHFL-EQ,BAJAJHFL,NSE
NSE:IDFCFIRSTB-EQ,84.71,84.71,1405,84.72,599487,1928362,4273644,6202006,84.63,84.68,NONE,885,885.0,885.0,1.0,885,885,885,84.71,84.71,-0.9953,3873168,0,0,0.3099,30.99,AVOID,No new SMMA crossover,IDFCFIRSTB,11184,IDFCFIRSTB-EQ,IDFCFIRSTB,NSE
NSE:ARFIN-EQ,84.66,84.66,257,84.78,236,435572,107538,543110,84.87,86.53,NONE,50,50.0,50.0,1.0,50,50,50,84.66,84.66,0.0426,647379,0,0,0.45,45.0,AVOID,No new SMMA crossover,ARFIN,758700,ARFIN-EQ,ARFIN,NSE
NSE:SHRIRAMPPS-EQ,83.87,83.87,40,83.98,42,117762,340407,458169,84.26,85.18,NONE,143,143.0,143.0,1.0,143,143,143,83.87,83.87,-0.0244,311819,0,0,0.593,59.3,ACCEPT,No new SMMA crossover,SHRIRAMPPS,7200,SHRIRAMPPS-EQ,SHRIRAMPPS,NSE
NSE:ALEMBICLTD-EQ,83.76,83.76,106,83.88,27,92304,241804,334108,84.47,85.59,NONE,5,5.0,5.0,1.0,5,5,5,83.76,83.76,0.594,216926,0,0,0.5885,58.85,ACCEPT,No new SMMA crossover,ALEMBICLTD,79,ALEMBICLTD-EQ,ALEMBICLTD,NSE
NSE:HITECH-EQ,83.12,83.07,14,83.19,19,78218,282486,360704,83.37,84.1,NONE,1,1.0,1.0,1.0,1,1,1,83.12,83.12,-0.1515,379502,0,0,0.7021,70.21,ACCEPT,No new SMMA crossover,HITECH,2868,HITECH-EQ,HITECH,NSE
NSE:SERVOTECH-EQ,82.74,82.72,78,82.83,73,90001,212610,302611,83.0,84.28,NONE,45,45.0,45.0,1.0,45,45,45,82.74,82.74,0.0331,221896,0,0,0.5253,52.53,ACCEPT,No new SMMA crossover,SERVOTECH,5507,SERVOTECH-EQ,SERVOTECH,NSE
NSE:IDBI-EQ,82.32,82.32,9,82.35,2812,598090,2317428,2915518,82.53,83.11,NONE,61,61.0,61.0,1.0,61,61,61,82.32,82.32,-0.9936,1843249,0,0,0.2364,23.64,AVOID,No new SMMA crossover,IDBI,1476,IDBI-EQ,IDBI,NSE
NSE:FILATEX-EQ,81.85,81.85,793,81.89,20,250180,589863,840043,82.11,82.5,NONE,22,22.0,22.0,1.0,22,22,22,81.85,81.85,0.9508,1382781,0,0,0.4142,41.42,AVOID,No new SMMA crossover,FILATEX,24532,FILATEX-EQ,FILATEX,NSE
NSE:OMAXE-EQ,81.3,81.12,15,81.34,37,103260,111449,214709,81.88,84.22,NONE,17,17.0,17.0,1.0,17,17,17,81.3,81.3,-0.4231,177200,0,0,0.6456,64.56,ACCEPT,No new SMMA crossover,OMAXE,14853,OMAXE-EQ,OMAXE,NSE
NSE:MAHABANK-EQ,81.0,80.91,162,80.95,796,1017851,4095934,5113785,81.09,79.38,NONE,1394,1394.0,1394.0,1.0,1394,1394,1394,81.0,81.0,-0.6618,16519606,0,0,0.2509,25.09,AVOID,No new SMMA crossover,MAHABANK,11377,MAHABANK-EQ,MAHABANK,NSE
NSE:MASPTOP50-EQ,80.96,80.96,14663,0.0,0,138851,0,138851,80.97,80.75,NONE,2,2.0,2.0,1.0,2,2,2,80.96,80.96,1.0,380298,0,0,0.9032,90.32,ACCEPT,No new SMMA crossover,MASPTOP50,5782,MASPTOP50-EQ,MASPTOP50,NSE
NSE:PNBGILTS-EQ,80.8,80.73,63,80.8,2,123550,222935,346485,80.74,81.17,NONE,1,1.0,1.0,1.0,1,1,1,80.8,80.8,0.9385,152450,0,0,0.6679,66.79,ACCEPT,No new SMMA crossover,PNBGILTS,8736,PNBGILTS-EQ,PNBGILTS,NSE
NSE:SENSEXAXIS-EQ,80.5,80.5,85,80.68,2295,217064,145562,362626,80.82,81.26,NONE,115,115.0,115.0,1.0,115,115,115,80.5,80.5,-0.9286,1453,0,0,0.3082,30.82,AVOID,No new SMMA crossover,SENSEXAXIS,14742,SENSEXAXIS-EQ,SENSEXAXIS,NSE
NSE:DEFENCE-EQ,80.27,80.18,5,80.31,53,352424,313451,665875,80.31,80.55,NONE,80,80.0,80.0,1.0,80,80,80,80.27,80.27,-0.8276,34336,0,0,0.705,70.5,ACCEPT,No new SMMA crossover,DEFENCE,761046,DEFENCE-EQ,DEFENCE,NSE
NSE:SENSEXETF-EQ,80.14,80.13,24,80.14,3186,266697,106741,373438,80.3,80.78,NONE,1,1.0,1.0,1.0,1,1,1,80.14,80.14,-0.985,16151,0,0,0.0831,8.31,AVOID,No new SMMA crossover,SENSEXETF,19224,SENSEXETF-EQ,SENSEXETF,NSE
NSE:NEXT50BETA-EQ,80.1,80.06,350511,80.1,73,1066472,1105802,2172274,80.26,80.46,NONE,142,142.0,142.0,1.0,142,142,142,80.1,80.1,0.9996,38239,0,0,0.4255,42.55,AVOID,No new SMMA crossover,NEXT50BETA,21478,NEXT50BETA-EQ,NEXT50BETA,NSE
NSE:SENSEXADD-EQ,80.02,79.9,1,80.02,5821,135518,93536,229054,80.24,80.7,NONE,2,2.0,2.0,1.0,2,2,2,80.02,80.02,-0.9997,312,0,0,0.0772,7.72,AVOID,No new SMMA crossover,SENSEXADD,17613,SENSEXADD-EQ,SENSEXADD,NSE
NSE:MOTOUR-EQ,79.92,79.7,27,79.92,29,424265,71266,495531,79.99,80.46,NONE,100,100.0,100.0,1.0,100,100,100,79.92,79.92,-0.0357,10168,0,0,0.7371,73.71,ACCEPT,No new SMMA crossover,MOTOUR,757443,MOTOUR-EQ,MOTOUR,NSE
NSE:DIVOPPBEES-EQ,78.96,78.95,5,78.98,105,272641,442531,715172,79.16,79.52,NONE,10,10.0,10.0,1.0,10,10,10,78.96,78.96,-0.9091,19336,0,0,0.6228,62.28,ACCEPT,No new SMMA crossover,DIVOPPBEES,2636,DIVOPPBEES-EQ,DIVOPPBEES,NSE
NSE:BSLSENETFG-EQ,78.46,78.3,504,78.46,255150,331844,465481,797325,78.55,78.95,NONE,1,1.0,1.0,1.0,1,1,1,78.46,78.46,-0.9961,1158,0,0,0.089,8.9,AVOID,No new SMMA crossover,BSLSENETFG,5957,BSLSENETFG-EQ,BSLSENETFG,NSE
NSE:NEXT50IETF-EQ,78.43,78.43,4000,78.45,228,787233,1246404,2033637,78.54,78.69,NONE,1000,1000.0,1000.0,1.0,1000,1000,1000,78.43,78.43,0.8921,270083,0,0,0.3641,36.41,AVOID,No new SMMA crossover,NEXT50IETF,4529,NEXT50IETF-EQ,NEXT50IETF,NSE
NSE:ABSLNN50ET-EQ,78.0,78.05,3636,78.34,63950,523242,447949,971191,78.28,78.47,NONE,1,1.0,1.0,1.0,1,1,1,78.0,78.0,-0.8924,5838,0,0,0.0792,7.92,AVOID,No new SMMA crossover,ABSLNN50ET,7339,ABSLNN50ET-EQ,ABSLNN50ET,NSE
NSE:ESENSEX-EQ,77.91,77.91,49880,78.0,4,145719,53512,199231,78.41,78.89,NONE,2347,2347.0,2347.0,1.0,2347,2347,2347,77.91,77.91,0.9998,2440,0,0,0.302,30.2,AVOID,No new SMMA crossover,ESENSEX,759995,ESENSEX-EQ,ESENSEX,NSE
NSE:LLOYDSENT-EQ,77.66,77.58,398,77.65,318,402051,1072643,1474694,78.17,80.81,NONE,1,1.0,1.0,1.0,1,1,1,77.66,77.66,0.1117,2308896,0,0,0.1614,16.14,AVOID,No new SMMA crossover,LLOYDSENT,25807,LLOYDSENT-EQ,LLOYDSENT,NSE
NSE:GEOJITFSL-EQ,77.11,77.11,145,77.17,527,76649,188784,265433,76.86,77.32,NONE,3,3.0,3.0,1.0,3,3,3,77.11,77.11,-0.5685,253575,0,0,0.1642,16.42,AVOID,No new SMMA crossover,GEOJITFSL,11896,GEOJITFSL-EQ,GEOJITFSL,NSE
NSE:HIMATSEIDE-EQ,76.6,76.6,54,76.77,9,135139,237358,372497,76.8,78.33,NONE,20,20.0,20.0,1.0,20,20,20,76.6,76.6,0.7143,257730,0,0,0.6707,67.07,ACCEPT,No new SMMA crossover,HIMATSEIDE,1360,HIMATSEIDE-EQ,HIMATSEIDE,NSE
NSE:NHPC-EQ,76.07,76.04,517,76.07,6716,1763664,2374870,4138534,76.2,76.8,NONE,10,10.0,10.0,1.0,10,10,10,76.07,76.07,-0.857,4124809,0,0,0.2095,20.95,AVOID,No new SMMA crossover,NHPC,17400,NHPC-EQ,NHPC,NSE
NSE:HDFCNEXT50-EQ,75.86,75.81,97,75.91,394,1091337,1472646,2563983,75.95,76.13,NONE,9,9.0,9.0,1.0,9,9,9,75.86,75.86,-0.6049,118954,0,0,0.3224,32.24,AVOID,No new SMMA crossover,HDFCNEXT50,10619,HDFCNEXT50-EQ,HDFCNEXT50,NSE
NSE:NDTV-EQ,75.68,75.66,75,75.76,54,119531,80973,200504,76.03,76.62,NONE,27,27.0,27.0,1.0,27,27,27,75.68,75.68,0.1628,63084,0,0,0.585,58.5,ACCEPT,No new SMMA crossover,NDTV,11427,NDTV-EQ,NDTV,NSE
NSE:EXCELSOFT-EQ,75.28,75.16,207,75.26,11,120674,219467,340141,75.44,77.84,NONE,50,50.0,50.0,1.0,50,50,50,75.28,75.28,0.8991,228118,0,0,0.7025,70.25,ACCEPT,No new SMMA crossover,EXCELSOFT,760007,EXCELSOFT-EQ,EXCELSOFT,NSE
NSE:MOREPENLAB-EQ,75.16,75.21,110,75.25,380,364976,1711836,2076812,75.89,77.56,NONE,100,100.0,100.0,1.0,100,100,100,75.16,75.16,-0.551,6231283,0,0,0.1772,17.72,AVOID,No new SMMA crossover,MOREPENLAB,2259,MOREPENLAB-EQ,MOREPENLAB,NSE
NSE:NEXT50ETF-EQ,74.89,74.8,50,74.91,30,275946,238294,514240,74.97,75.15,NONE,94,94.0,94.0,1.0,94,94,94,74.89,74.89,0.25,7810,0,0,0.617,61.7,ACCEPT,No new SMMA crossover,NEXT50ETF,760709,NEXT50ETF-EQ,NEXT50ETF,NSE
NSE:GROWWNXT50-EQ,74.71,74.56,134,74.79,30726,332371,244728,577099,74.81,74.98,NONE,5,5.0,5.0,1.0,5,5,5,74.71,74.71,-0.9913,3293,0,0,0.1192,11.92,AVOID,No new SMMA crossover,GROWWNXT50,759458,GROWWNXT50-EQ,GROWWNXT50,NSE
NSE:ARIHANTCAP-EQ,74.7,74.52,22,74.65,13,105278,83386,188664,74.79,75.59,NONE,5,5.0,5.0,1.0,5,5,5,74.7,74.7,0.2571,20890,0,0,0.6232,62.32,ACCEPT,No new SMMA crossover,ARIHANTCAP,3813,ARIHANTCAP-EQ,ARIHANTCAP,NSE
NSE:NEXT50ADD-EQ,74.53,74.53,500,74.77,100,265746,204686,470432,74.7,74.93,NONE,20,20.0,20.0,1.0,20,20,20,74.53,74.53,0.6667,605,0,0,0.3977,39.77,AVOID,No new SMMA crossover,NEXT50ADD,760599,NEXT50ADD-EQ,NEXT50ADD,NSE
NSE:MONEXT50-EQ,74.27,74.28,5,74.35,750,144117,25974,170091,74.4,74.55,NONE,3,3.0,3.0,1.0,3,3,3,74.27,74.27,-0.9868,3561,0,0,0.0859,8.59,AVOID,No new SMMA crossover,MONEXT50,757167,MONEXT50-EQ,MONEXT50,NSE
NSE:EQUITASBNK-EQ,74.22,74.15,298,74.22,39,226405,438324,664729,74.31,75.11,NONE,23,23.0,23.0,1.0,23,23,23,74.22,74.22,0.7685,565398,0,0,0.5154,51.54,ACCEPT,No new SMMA crossover,EQUITASBNK,913,EQUITASBNK-EQ,EQUITASBNK,NSE
NSE:INOXWIND-EQ,73.97,73.95,1079,73.98,425,2086403,2721908,4808311,74.01,74.97,NONE,375,375.0,375.0,1.0,375,375,375,73.97,73.97,0.4348,5668537,0,0,0.2036,20.36,AVOID,No new SMMA crossover,INOXWIND,7852,INOXWIND-EQ,INOXWIND,NSE
NSE:AASTHA-EQ,73.38,73.38,899,73.39,17,916128,307251,1223379,73.29,74.68,NONE,1,1.0,1.0,1.0,1,1,1,73.38,73.38,0.9629,260510,0,0,0.5149,51.49,ACCEPT,No new SMMA crossover,AASTHA,763800,AASTHA-EQ,AASTHA,NSE
NSE:IFCI-EQ,73.23,73.23,488,73.25,558,931455,3485221,4416676,73.85,75.06,NONE,10,10.0,10.0,1.0,10,10,10,73.23,73.23,-0.0669,9148228,0,0,0.2359,23.59,AVOID,No new SMMA crossover,IFCI,1491,IFCI-EQ,IFCI,NSE
NSE:ELECTCAST-EQ,72.72,72.71,7,72.72,2,171719,542699,714418,73.05,73.59,NONE,150,150.0,150.0,1.0,150,150,150,72.72,72.72,0.5556,919847,0,0,0.6184,61.84,ACCEPT,No new SMMA crossover,ELECTCAST,928,ELECTCAST-EQ,ELECTCAST,NSE
NSE:UJJIVANSFB-EQ,72.39,72.39,7,72.4,3530,2197592,3201727,5399319,71.76,70.92,NONE,1,1.0,1.0,1.0,1,1,1,72.39,72.39,-0.996,7763957,0,0,0.1394,13.94,AVOID,No new SMMA crossover,UJJIVANSFB,15228,UJJIVANSFB-EQ,UJJIVANSFB,NSE
NSE:NFL-EQ,71.8,71.76,238,71.87,235,158972,431300,590272,71.8,72.06,NONE,28,28.0,28.0,1.0,28,28,28,71.8,71.8,0.0063,159023,0,0,0.4593,45.93,AVOID,No new SMMA crossover,NFL,13925,NFL-EQ,NFL,NSE
NSE:SDBL-EQ,70.6,70.52,40,70.6,13,268343,309858,578201,70.92,72.62,NONE,2,2.0,2.0,1.0,2,2,2,70.6,70.6,0.5094,992174,0,0,0.5555,55.55,ACCEPT,No new SMMA crossover,SDBL,1338,SDBL-EQ,SDBL,NSE
NSE:PAISALO-EQ,69.18,69.13,216,69.18,741,1676338,1322728,2999066,69.18,69.57,NONE,40,40.0,40.0,1.0,40,40,40,69.18,69.18,-0.5486,3344812,0,0,0.1959,19.59,AVOID,No new SMMA crossover,PAISALO,25468,PAISALO-EQ,PAISALO,NSE
NSE:MOM100-EQ,68.67,68.62,637,68.67,663,595057,566568,1161625,68.69,68.69,SELL,100,100.0,100.0,1.0,100,100,100,68.67,68.67,-0.02,219228,0,0,0.3118,31.18,AVOID,AVOID — ML probability below 50%,MOM100,21423,MOM100-EQ,MOM100,NSE
NSE:VIKRAN-EQ,67.84,67.84,3886,67.85,240,570844,950095,1520939,68.5,71.39,NONE,118,118.0,118.0,1.0,118,118,118,67.84,67.84,0.8837,5416306,0,0,0.1583,15.83,AVOID,No new SMMA crossover,VIKRAN,758973,VIKRAN-EQ,VIKRAN,NSE
NSE:XCHANGING-EQ,67.2,67.18,20,67.24,28,55950,100153,156103,67.49,68.02,NONE,28,28.0,28.0,1.0,28,28,28,67.2,67.2,-0.1667,35470,0,0,0.6599,65.99,ACCEPT,No new SMMA crossover,XCHANGING,11705,XCHANGING-EQ,XCHANGING,NSE
NSE:GILT5BETA-EQ,67.19,66.17,49,67.19,34,117385,115307,232692,67.15,66.97,NONE,1,1.0,1.0,1.0,1,1,1,67.19,67.19,0.1807,14,0,0,0.3933,39.33,AVOID,No new SMMA crossover,GILT5BETA,22521,GILT5BETA-EQ,GILT5BETA,NSE
NSE:SJVN-EQ,67.15,67.15,25,67.18,456,428940,974945,1403885,67.23,67.75,NONE,16,16.0,16.0,1.0,16,16,16,67.15,67.15,-0.896,613971,0,0,0.2968,29.68,AVOID,No new SMMA crossover,SJVN,18883,SJVN-EQ,SJVN,NSE
NSE:UFO-EQ,67.11,67.11,177,67.14,68,26851,173720,200571,67.36,67.83,NONE,1,1.0,1.0,1.0,1,1,1,67.11,67.11,0.4449,9460,0,0,0.4221,42.21,AVOID,No new SMMA crossover,UFO,9039,UFO-EQ,UFO,NSE
NSE:GRAUWEIL-EQ,66.96,66.86,10,66.93,148,54434,105492,159926,67.08,68.33,NONE,28,28.0,28.0,1.0,28,28,28,66.96,66.96,-0.8734,152101,0,0,0.5567,55.67,ACCEPT,No new SMMA crossover,GRAUWEIL,5200,GRAUWEIL-EQ,GRAUWEIL,NSE
NSE:SPIC-EQ,66.8,66.79,23,66.87,14,86489,154719,241208,66.98,67.41,NONE,4,4.0,4.0,1.0,4,4,4,66.8,66.8,0.2432,104938,0,0,0.6731,67.31,ACCEPT,No new SMMA crossover,SPIC,3252,SPIC-EQ,SPIC,NSE
NSE:MANALIPETC-EQ,66.7,66.61,10,66.7,594,106776,460496,567272,66.56,65.64,NONE,450,450.0,450.0,1.0,450,450,450,66.7,66.7,-0.9669,897818,0,0,0.4382,43.82,AVOID,No new SMMA crossover,MANALIPETC,13796,MANALIPETC-EQ,MANALIPETC,NSE
NSE:GILT5YBEES-EQ,66.38,66.33,200,66.38,7095,214347,226803,441150,66.35,66.39,NONE,2905,2905.0,2905.0,1.0,2905,2905,2905,66.38,66.38,-0.9452,114589,0,0,0.2343,23.43,AVOID,No new SMMA crossover,GILT5YBEES,3172,GILT5YBEES-EQ,GILT5YBEES,NSE
NSE:PARACABLES-EQ,65.66,65.63,1,65.69,34,152067,556681,708748,66.4,67.47,NONE,11,11.0,11.0,1.0,11,11,11,65.66,65.66,-0.9429,1031043,0,0,0.4868,48.68,AVOID,No new SMMA crossover,PARACABLES,13951,PARACABLES-EQ,PARACABLES,NSE
NSE:MOGSEC-EQ,65.63,65.4,710,65.63,2936,131900,103453,235353,65.61,65.84,NONE,1,1.0,1.0,1.0,1,1,1,65.63,65.63,-0.6105,1315,0,0,0.0998,9.98,AVOID,No new SMMA crossover,MOGSEC,1507,MOGSEC-EQ,MOGSEC,NSE
NSE:MOMIDMTM-EQ,65.02,65.01,35756,65.07,24046,654987,440565,1095552,65.07,64.89,NONE,225,225.0,225.0,1.0,225,225,225,65.02,65.02,0.1958,69182,0,0,0.2032,20.32,AVOID,No new SMMA crossover,MOMIDMTM,757817,MOMIDMTM-EQ,MOMIDMTM,NSE
NSE:MMTC-EQ,64.67,64.68,174,64.73,287,261013,1738311,1999324,64.7,64.31,NONE,25,25.0,25.0,1.0,25,25,25,64.67,64.67,-0.2451,1375109,0,0,0.2839,28.39,AVOID,No new SMMA crossover,MMTC,17957,MMTC-EQ,MMTC,NSE
NSE:LICNMID100-EQ,64.31,63.9,60,64.12,25,241833,279884,521717,64.36,64.31,NONE,175,175.0,175.0,1.0,175,175,175,64.31,64.31,0.4118,3053,0,0,0.5512,55.12,ACCEPT,No new SMMA crossover,LICNMID100,22722,LICNMID100-EQ,LICNMID100,NSE
NSE:SBIMIDMOM-EQ,64.17,64.39,155,64.42,24763,362990,149414,512404,64.35,64.12,NONE,2,2.0,2.0,1.0,2,2,2,64.17,64.17,-0.9876,9030,0,0,0.055,5.5,AVOID,No new SMMA crossover,SBIMIDMOM,761095,SBIMIDMOM-EQ,SBIMIDMOM,NSE
NSE:MOMOMENTUM-EQ,63.24,63.12,36795,63.31,62,572785,399967,972752,63.26,63.09,NONE,7,7.0,7.0,1.0,7,7,7,63.24,63.24,0.9966,14157,0,0,0.4299,42.99,AVOID,No new SMMA crossover,MOMOMENTUM,8182,MOMOMENTUM-EQ,MOMOMENTUM,NSE
NSE:TEMBO-EQ,62.85,62.85,2584,63.0,1157,1084060,976197,2060257,63.24,63.13,NONE,19,19.0,19.0,1.0,19,19,19,62.85,62.85,0.3814,2100846,0,0,0.2204,22.04,AVOID,No new SMMA crossover,TEMBO,3275,TEMBO-EQ,TEMBO,NSE
NSE:EMBDL-EQ,62.7,62.64,333,62.7,578,286859,964512,1251371,62.97,63.43,NONE,9,9.0,9.0,1.0,9,9,9,62.7,62.7,-0.2689,2269516,0,0,0.2402,24.02,AVOID,No new SMMA crossover,EMBDL,14450,EMBDL-EQ,EMBDL,NSE
NSE:VGL-EQ,61.5,61.04,5,61.5,28,145681,61621,207302,61.54,61.42,NONE,1,1.0,1.0,1.0,1,1,1,61.5,61.5,-0.697,12747,0,0,0.6387,63.87,ACCEPT,No new SMMA crossover,VGL,13771,VGL-EQ,VGL,NSE
NSE:ALPINETEX-EQ,61.0,60.99,23,61.09,17,53472,106586,160058,61.26,63.19,NONE,128,128.0,128.0,1.0,128,128,128,61.0,61.0,0.15,118550,0,0,0.8156,81.56,ACCEPT,No new SMMA crossover,ALPINETEX,764186,ALPINETEX-EQ,ALPINETEX,NSE
NSE:ONEPOINT-EQ,60.04,60.0,489,60.04,2069,166393,636926,803319,59.9,59.15,NONE,178,178.0,178.0,1.0,178,178,178,60.04,60.04,-0.6177,1097557,0,0,0.2344,23.44,AVOID,No new SMMA crossover,ONEPOINT,9939,ONEPOINT-EQ,ONEPOINT,NSE
NSE:HDFCQUAL-EQ,59.91,59.92,25,59.98,22,656087,559349,1215436,60.0,60.11,NONE,1000,1000.0,1000.0,1.0,1000,1000,1000,59.91,59.91,0.0638,7190,0,0,0.7126,71.26,ACCEPT,No new SMMA crossover,HDFCQUAL,11255,HDFCQUAL-EQ,HDFCQUAL,NSE
NSE:BANKNIFTY1-EQ,59.8,59.8,84,59.85,90,1545275,1068361,2613636,59.84,59.85,NONE,155,155.0,155.0,1.0,155,155,155,59.8,59.8,-0.0345,97755,0,0,0.4907,49.07,AVOID,No new SMMA crossover,BANKNIFTY1,5851,BANKNIFTY1-EQ,BANKNIFTY1,NSE
NSE:MOINFRA-EQ,59.74,59.65,427,59.8,750,140581,25017,165598,59.76,60.17,NONE,85,85.0,85.0,1.0,85,85,85,59.74,59.74,-0.2744,2163,0,0,0.286,28.6,AVOID,No new SMMA crossover,MOINFRA,757031,MOINFRA-EQ,MOINFRA,NSE
NSE:BANKBETA-EQ,59.54,59.56,127,59.63,9,1824651,1005440,2830091,59.61,59.6,NONE,13,13.0,13.0,1.0,13,13,13,59.54,59.54,0.8676,15360,0,0,0.6624,66.24,ACCEPT,No new SMMA crossover,BANKBETA,22440,BANKBETA-EQ,BANKBETA,NSE
NSE:ANDHRAPAP-EQ,59.5,59.47,1,59.5,50,73022,181453,254475,59.63,60.38,NONE,6,6.0,6.0,1.0,6,6,6,59.5,59.5,-0.9608,146058,0,0,0.6125,61.25,ACCEPT,No new SMMA crossover,ANDHRAPAP,166,ANDHRAPAP-EQ,ANDHRAPAP,NSE
NSE:HDFCNIFBAN-EQ,59.29,59.31,85,59.34,12775,2044949,1878159,3923108,59.34,59.33,NONE,175,175.0,175.0,1.0,175,175,175,59.29,59.29,-0.9868,45194,0,0,0.265,26.5,AVOID,No new SMMA crossover,HDFCNIFBAN,22433,HDFCNIFBAN-EQ,HDFCNIFBAN,NSE
NSE:INDORAMA-EQ,59.22,59.04,31,59.17,20,65319,108169,173488,58.59,58.74,NONE,2,2.0,2.0,1.0,2,2,2,59.22,59.22,0.2157,100230,0,0,0.606,60.6,ACCEPT,No new SMMA crossover,INDORAMA,10993,INDORAMA-EQ,INDORAMA,NSE
NSE:BANKIETF-EQ,59.15,59.14,899,59.18,75,1769463,1627805,3397268,59.18,59.17,NONE,75,75.0,75.0,1.0,75,75,75,59.15,59.15,0.846,91924,0,0,0.5326,53.26,ACCEPT,No new SMMA crossover,BANKIETF,11037,BANKIETF-EQ,BANKIETF,NSE
NSE:ABSLBANETF-EQ,59.13,59.06,53,59.14,200151,1197141,708531,1905672,59.13,59.11,NONE,2,2.0,2.0,1.0,2,2,2,59.13,59.13,-0.9995,3968,0,0,0.0646,6.46,AVOID,No new SMMA crossover,ABSLBANETF,13987,ABSLBANETF-EQ,ABSLBANETF,NSE
NSE:BANKADD-EQ,59.07,58.97,43,58.99,100,1242908,1107050,2349958,59.03,59.01,NONE,10,10.0,10.0,1.0,10,10,10,59.07,59.07,-0.3986,37191,0,0,0.5298,52.98,ACCEPT,No new SMMA crossover,BANKADD,13644,BANKADD-EQ,BANKADD,NSE
NSE:MOL-EQ,58.89,58.81,58,58.89,73,290345,557328,847673,58.08,56.74,NONE,1,1.0,1.0,1.0,1,1,1,58.89,58.89,-0.1145,984524,0,0,0.3541,35.41,AVOID,No new SMMA crossover,MOL,5394,MOL-EQ,MOL,NSE
NSE:BANKBETF-EQ,58.52,58.53,5000,58.65,200000,411341,459349,870690,58.61,58.61,SELL,1,1.0,1.0,1.0,1,1,1,58.52,58.52,-0.9512,12693,0,0,0.103,10.3,AVOID,AVOID — ML probability below 50%,BANKBETF,21986,BANKBETF-EQ,BANKBETF,NSE
NSE:EBANKNIFTY-EQ,58.29,58.0,25,58.24,31860,202680,35306,237986,58.25,58.22,NONE,5,5.0,5.0,1.0,5,5,5,58.29,58.29,-0.9984,178,0,0,0.1003,10.03,AVOID,No new SMMA crossover,EBANKNIFTY,25258,EBANKNIFTY-EQ,EBANKNIFTY,NSE
NSE:ABFRL-EQ,57.98,57.97,34,57.98,1159,1091917,1398433,2490350,58.11,59.59,NONE,100,100.0,100.0,1.0,100,100,100,57.98,57.98,-0.943,2327604,0,0,0.2198,21.98,AVOID,No new SMMA crossover,ABFRL,30108,ABFRL-EQ,ABFRL,NSE
NSE:BBNPNBETF-EQ,57.9,57.86,21320,58.08,10000,141946,52487,194433,57.99,58.11,NONE,198,198.0,198.0,1.0,198,198,198,57.9,57.9,0.3614,1280,0,0,0.1583,15.83,AVOID,No new SMMA crossover,BBNPNBETF,24117,BBNPNBETF-EQ,BBNPNBETF,NSE
NSE:MOALPHA50-EQ,56.31,56.32,1569,56.58,1435,365290,97700,462990,56.34,56.05,NONE,1,1.0,1.0,1.0,1,1,1,56.31,56.31,0.0446,12554,0,0,0.1004,10.04,AVOID,No new SMMA crossover,MOALPHA50,757669,MOALPHA50-EQ,MOALPHA50,NSE
NSE:GATEWAY-EQ,54.95,54.91,68,54.95,28,362787,633874,996661,55.14,56.43,NONE,18,18.0,18.0,1.0,18,18,18,54.95,54.95,0.4167,1214079,0,0,0.4185,41.85,AVOID,No new SMMA crossover,GATEWAY,8510,GATEWAY-EQ,GATEWAY,NSE
NSE:MOMENTUM50-EQ,54.57,54.57,1981,54.6,10127,1172606,701948,1874554,54.54,54.21,NONE,16,16.0,16.0,1.0,16,16,16,54.57,54.57,-0.6728,456408,0,0,0.2422,24.22,AVOID,No new SMMA crossover,MOMENTUM50,25606,MOMENTUM50-EQ,MOMENTUM50,NSE
